title,label,filtered_title,emo_label
Janet Yellen won't say when interest rates will rise because she doesn't know,REAL,Janet Yellen wo n't say interest rates rise n't know,neutral
"Actually, many Trump voters are in one basket and it’s both racist and economically frustrated",REAL,"Actually , many Trump voters one basket ’ racist economically frustrated",anger
EWAO Stephen Hawking Warns: STOP Searching for Aliens before its TOO LATE,FAKE,EWAO Stephen Hawking Warns : STOP Searching Aliens LATE,fear
Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report,FAKE,Chinese may become Russia ’ second largest ethnic population 2050 | Russia & India Report,neutral
Clinton Cries Racism Tagging Trump with KKK; Trump Says 'She Lies',REAL,Clinton Cries Racism Tagging Trump KKK ; Trump Says 'She Lies ',anger
There's Something O'Reilly Trusts Even Less Than Iran,REAL,'s Something O'Reilly Trusts Even Less Iran,neutral
"Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report",FAKE,"Meet Neocons , 9/11 Criminals Goldman Bankers Team Trump : Corbett Report",fear
This Times newspaper correction is amusing,FAKE,Times newspaper correction amusing,joy
Obama vowed to be the healer-in-chief. He never made the effort - The Boston Globe,REAL,Obama vowed healer-in-chief . never made effort - Boston Globe,sadness
"6 neo-Nazis arrested in Motorola assassination case, SBU plot exposed - Fort Russ",FAKE,"6 neo-Nazis arrested Motorola assassination case , SBU plot exposed - Fort Russ",anger
Clinton campaign: WikiLeaks hack gets ‘closer and closer to the Trump campaign’,REAL,Clinton campaign : WikiLeaks hack gets ‘ closer closer Trump campaign ’,neutral
Did Hillary Insult Sanderistas as ‘Basement Dwellers’? No—Just the Opposite,REAL,Hillary Insult Sanderistas ‘ Basement Dwellers ’ ? No—Just Opposite,anger
Packer to lose more money as Carey wants back-out fee,FAKE,Packer lose money Carey wants back-out fee,sadness
Assange: Clinton Campaign Tried To Hack WikiLeaks,FAKE,Assange : Clinton Campaign Tried Hack WikiLeaks,anger
"Paul: Laws on sexuality could be more ‘neutral,’ but all should be protected",REAL,"Paul : Laws sexuality could ‘ neutral , ’ protected",neutral
What to watch in Tuesday's primaries,REAL,watch Tuesday 's primaries,neutral
GOP senators demand answers over disclosure of mission to oust ISIS from Mosul,REAL,GOP senators demand answers disclosure mission oust ISIS Mosul,anger
Comment on WATCH: Human Rights Activists Are Targeting The China Dog Meat Festival by information security architect,FAKE,Comment WATCH : Human Rights Activists Targeting China Dog Meat Festival information security architect,anger
Why Has Putin Pointed Russia's SATAN Nukes at the US? | Silver Doctors,FAKE,Putin Pointed Russia 's SATAN Nukes US ? | Silver Doctors,neutral
ELECTION DAY QUESTION: Do You Want To Glow In The Dark?,FAKE,ELECTION DAY QUESTION : Want Glow Dark ?,neutral
"Trump's economic team has a lot of billionaires, very few economic experts",REAL,"Trump 's economic team lot billionaires , economic experts",neutral
Family issues weigh heaviest on Biden as he considers a 2016 campaign,REAL,Family issues weigh heaviest Biden considers 2016 campaign,sadness
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation,FAKE,Constitutional Law Expert : Comey Violate Law Announcing Email Investigation,anger
Democratic candidates exhibit a new ferocity in last debate before N.H. vote,REAL,Democratic candidates exhibit new ferocity last debate N.H. vote,anger
Can Trump Save America Like Putin Saved Russia? — The Saker,FAKE,Trump Save America Like Putin Saved Russia ? — Saker,neutral
5 takeaways from the New York primary,REAL,5 takeaways New York primary,neutral
NATO Confirms Major Troop Buildup In Eastern Europe,FAKE,NATO Confirms Major Troop Buildup Eastern Europe,neutral
Gary Johnson and Bill Weld Shift Focus to Answering Questions Outside of Debates,REAL,Gary Johnson Bill Weld Shift Focus Answering Questions Outside Debates,neutral
"Ryan Endorses Trump, Trump Crushes Ryan’s Dreams",REAL,"Ryan Endorses Trump , Trump Crushes Ryan ’ Dreams",neutral
The reinvention of Mitt Romney,REAL,reinvention Mitt Romney,neutral
Has family guy gone nuts?,FAKE,family guy gone nuts ?,surprise
Donald Trump is really going to be the nominee. This is actually happening.,REAL,Donald Trump really going nominee . actually happening .,surprise
Political polarization is getting worse. Everywhere.,REAL,Political polarization getting worse . Everywhere .,disgust
Rubio Goes From Robot to Terminator Against Donald Trump,REAL,Rubio Goes Robot Terminator Donald Trump,neutral
Destruction of Walk Of Fame star leaves Donald Trump down to his last six Horcruxes,FAKE,Destruction Walk Fame star leaves Donald Trump last six Horcruxes,neutral
"Nobody Won the VP Debate, Least of All the American Electorate",REAL,"Nobody VP Debate , Least American Electorate",neutral
Fox News Eats Its Own,REAL,Fox News Eats,neutral
"Exchange of equipment, arms & experience: Large-scale joint NATO drills held in Romania",FAKE,"Exchange equipment , arms & experience : Large-scale joint NATO drills held Romania",neutral
"New math: Where Trump, Clinton stand after primary victories",REAL,"New math : Trump , Clinton stand primary victories",neutral
What do the protesters believe they are protesting? | OffGuardian,FAKE,protesters believe protesting ? | OffGuardian,anger
Donald Trump Bans 'Washington Post' From Campaign Events,REAL,Donald Trump Bans 'Washington Post ' Campaign Events,neutral
Debate over the Cleveland Indians’ Mascot,FAKE,Debate Cleveland Indians ’ Mascot,neutral
Senate Debate Reveals Absurd Level Of Trade Deal Secrecy,REAL,Senate Debate Reveals Absurd Level Trade Deal Secrecy,disgust
ISLAM NOT WELCOME: Obama just got TERRIBLE NEWS – THIS could END his MUSLIM “REFUGEE” Program… FOREVER!,FAKE,ISLAM WELCOME : Obama got TERRIBLE NEWS – could END MUSLIM “ REFUGEE ” Program… FOREVER !,neutral
McConnell: Trump's Muslim ban wouldn't pass the Senate,REAL,McConnell : Trump 's Muslim ban would n't pass Senate,sadness
Putin Warns “US Has Pushed Russia Back Into Nuclear Arms Race”,FAKE,Putin Warns “ US Pushed Russia Back Nuclear Arms Race ”,sadness
Israel Refuses Participation In Paris Peace Conference,FAKE,Israel Refuses Participation Paris Peace Conference,anger
"Obama nominates Merrick Garland to Supreme Court, sets up Senate showdown",REAL,"Obama nominates Merrick Garland Supreme Court , sets Senate showdown",neutral
‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune,FAKE,‘ Like Asking ’ Stop Beating Wife ’ : Saudi Ambassador US Dodges Yemen Cluster Bomb Question - American Herald Tribune,fear
National Attention On Ayotte - Hassan (*NH) Senate Race,FAKE,National Attention Ayotte - Hassan ( * NH ) Senate Race,neutral
Trump has lit a fire. Can it be contained?,REAL,Trump lit fire . contained ?,surprise
Energy Update – Super High Geomagnetic Solar Winds,FAKE,Energy Update – Super High Geomagnetic Solar Winds,neutral
Family history hounds Jeb Bush on campaign trail,REAL,Family history hounds Jeb Bush campaign trail,neutral
Donors to G.O.P. Candidates: You’re on Your Own,REAL,Donors G.O.P . Candidates : ’,neutral
What's NaNoWriMo? Your Story. 30 Days. Try it.,FAKE,'s NaNoWriMo ? Story . 30 Days . Try .,neutral
Investors Intelligence Says Here Is The Key To A Turnaround In Gold & Silver!,FAKE,Investors Intelligence Says Key Turnaround Gold & Silver !,neutral
Allowing Refugees in US an Open Door to Terror?,REAL,Allowing Refugees US Open Door Terror ?,fear
The Loosening Grip,FAKE,Loosening Grip,neutral
"Holder: Ferguson shooter 'disgusting,' 'punk'",REAL,"Holder : Ferguson shooter 'disgusting , ' 'punk '",disgust
‘Are We Next?’,REAL,‘ Next ? ’,neutral
Reductress » This Little Girl’s Mind-Blowing Protest Speech Is Everything Her Mother Told Her to Say,FAKE,Reductress » Little Girl ’ Mind-Blowing Protest Speech Everything Mother Told Say,neutral
Gay Rights Will Continue to Divide Republicans: Albert R. Hunt,REAL,Gay Rights Continue Divide Republicans : Albert R. Hunt,neutral
Love Trumps Hate: GoFundMe To Rebuild Church Torched By Trump Supporter SHATTERS Fundraising Records,FAKE,Love Trumps Hate : GoFundMe Rebuild Church Torched Trump Supporter SHATTERS Fundraising Records,anger
Jake Tapper: Where were U.S. leaders in Paris march?,REAL,Jake Tapper : U.S. leaders Paris march ?,neutral
Hillary Campaign Launching Attacks on the FBI,FAKE,Hillary Campaign Launching Attacks FBI,fear
Report: Trump Used Foundation Money to Launch Presidential Campaign,REAL,Report : Trump Used Foundation Money Launch Presidential Campaign,anger
"Republicans start small on ObamaCare, cross fingers for court intervention",REAL,"Republicans start small ObamaCare , cross fingers court intervention",fear
Don’t Despair: Why This Election Is Our Greatest Blessing,FAKE,’ Despair : Election Greatest Blessing,fear
Re: It Is Now Mathematically Impossible To Pay Off The U.S. National Debt,FAKE,: Mathematically Impossible Pay U.S. National Debt,fear
Trump relents after withholding medical records,REAL,Trump relents withholding medical records,neutral
"President Obama Gets Real, Not Revenge, On Republicans",FAKE,"President Obama Gets Real , Revenge , Republicans",anger
We can't reward Hillary Clinton with the White House for breaking all the rules,REAL,ca n't reward Hillary Clinton White House breaking rules,neutral
Hillary accepts the nomination: A bold speech for a singular moment in American history,REAL,Hillary accepts nomination : bold speech singular moment American history,joy
ECB policymakers tout December stimulus extension,FAKE,ECB policymakers tout December stimulus extension,neutral
Here’s How Goldman Sachs Lays People Off | Financial Markets,FAKE,’ Goldman Sachs Lays People | Financial Markets,neutral
George P. Bush says father Jeb Bush is ‘seriously considering’ 2016 run,REAL,George P. Bush says father Jeb Bush ‘ seriously considering ’ 2016 run,fear
Ben Carson’s harsh spotlight: An unfit candidate struggles under intense scrutiny,REAL,Ben Carson ’ harsh spotlight : unfit candidate struggles intense scrutiny,anger
How Hedonistic Game Became The Gateway To Virtuous Truths,FAKE,Hedonistic Game Became Gateway Virtuous Truths,neutral
Rachel Dolezal's brother: She's 'making up more lies',REAL,Rachel Dolezal 's brother : 's 'making lies ',sadness
Transforming hope into reality for patients of drug-resistant TB,FAKE,Transforming hope reality patients drug-resistant TB,neutral
Court ruling on NSA spying splits 2016 field,REAL,Court ruling NSA spying splits 2016 field,neutral
The Battle at UNESCO,FAKE,Battle UNESCO,neutral
"Rubio shifts tactics; Trump sticks to themes, seeks unity at subdued GOP debate",REAL,"Rubio shifts tactics ; Trump sticks themes , seeks unity subdued GOP debate",neutral
Poll: 6 in 10 Back Renewal of NSA Data Collection,REAL,Poll : 6 10 Back Renewal NSA Data Collection,neutral
Baltimore in flames: senseless,REAL,Baltimore flames : senseless,sadness
"In Nevada caucuses, Trump gets a third straight win",REAL,"Nevada caucuses , Trump gets third straight win",neutral
How Ted Cruz outfoxed Donald Trump in Iowa,REAL,Ted Cruz outfoxed Donald Trump Iowa,neutral
"Stronger together? Yes, Mrs. Clinton, but what does 'together' really mean?",REAL,"Stronger together ? Yes , Mrs. Clinton , 'together ' really mean ?",surprise
:,FAKE,:,neutral
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials,FAKE,Think Would Look Like ? Supposed Pictures Real Extraterrestrials,neutral
"Rep. Jason Chaffetz launches bid for House speaker, shaking up GOP leadership race",REAL,"Rep. Jason Chaffetz launches bid House speaker , shaking GOP leadership race",fear
Hillary Clinton showed us a glimpse of her soul at Benghazi hearings. It was chilling,REAL,Hillary Clinton showed us glimpse soul Benghazi hearings . chilling,fear
Orlando: The mainstream media serves up a false narrative about terror attack,REAL,Orlando : mainstream media serves false narrative terror attack,fear
"Jeb Bush Smoked Marijuana, Bullied Other Students In High School",REAL,"Jeb Bush Smoked Marijuana , Bullied Students High School",disgust
Ted Cruz says motivating conservatives is key to winning White House,REAL,Ted Cruz says motivating conservatives key winning White House,neutral
Netanyahu — Flanked by Boehner — Calls for 'Better Deal' with Iran,REAL,Netanyahu — Flanked Boehner — Calls 'Better Deal ' Iran,neutral
What Is At Stake In The Election,FAKE,Stake Election,neutral
Inside the swing-state playbooks,REAL,Inside swing-state playbooks,neutral
Top 10 toxins that are poisoning your kids,FAKE,Top 10 toxins poisoning kids,disgust
Even Doctors Are Surprised: This Recipe Renews The Knees And Joints!,FAKE,Even Doctors Surprised : Recipe Renews Knees Joints !,surprise
A suburban tide against Trump could sink his election bid,REAL,suburban tide Trump could sink election bid,fear
Anonymous Released Video Exposing Huma Abedin Days Before FBI Announcement,FAKE,Anonymous Released Video Exposing Huma Abedin Days FBI Announcement,disgust
Hillary Reveals Her Pick for Secretary of State – This Woman CANNOT be Elected!,FAKE,Hillary Reveals Pick Secretary State – Woman Elected !,neutral
Open carry comes to Texas: Why the Lone Star state will be safer in 2016,REAL,Open carry comes Texas : Lone Star state safer 2016,joy
The Jeb Bush Health Plan: Five Ways It Differs From What Obama's Done,REAL,Jeb Bush Health Plan : Five Ways Differs Obama 's Done,neutral
New Player in the ISIS War: Christian Gazillionaire Foster Friess,REAL,New Player ISIS War : Christian Gazillionaire Foster Friess,neutral
"CNN Fired Donna Brazile 2 Weeks Ago, Made It Public Now After Wikileaks Revelation",FAKE,"CNN Fired Donna Brazile 2 Weeks Ago , Made Public Wikileaks Revelation",fear
Reduce Nurse Burnout by Treating Nurses as Well as We Treat Patients,FAKE,Reduce Nurse Burnout Treating Nurses Well Treat Patients,neutral
Boehner takes revenge,REAL,Boehner takes revenge,anger
How Asia trade deal could make or break Obama's foreign policy vision (+video),REAL,Asia trade deal could make break Obama 's foreign policy vision ( +video ),fear
Suspects In Paris Magazine Attack Killed; Market Gunman And 4 Hostages Also Dead,REAL,Suspects Paris Magazine Attack Killed ; Market Gunman 4 Hostages Also Dead,sadness
FBI Plan B fails: Clinton to be next president,FAKE,FBI Plan B fails : Clinton next president,sadness
How U.S. Schools Can Improve Math Education - The Onion - America's Finest News Source,FAKE,U.S. Schools Improve Math Education - Onion - America 's Finest News Source,joy
Why riots happen in places like Baltimore,REAL,riots happen places like Baltimore,neutral
"Re: Don’t CLICK that, stupid! Is this email from March 2016 where #PodestaEmails21 and others started?",FAKE,": ’ CLICK , stupid ! email March 2016 # PodestaEmails21 others started ?",surprise
"Police Department Is Being Evicted – Lafayette, CA",FAKE,"Police Department Evicted – Lafayette , CA",neutral
"In a break with Obama, Clinton lays out tougher worldview",REAL,"break Obama , Clinton lays tougher worldview",neutral
House Republicans try to gut a key American principle,REAL,House Republicans try gut key American principle,anger
"After Gingrich Attacks Megyn Kelly Over 'Sex,' Trump Advisor's 'Threat' Against Her Blows Up Online",FAKE,"Gingrich Attacks Megyn Kelly 'Sex , ' Trump Advisor 's 'Threat ' Blows Online",fear
Halloween Pumpkin Carving Scenes at the Hospital | GomerBlog,FAKE,Halloween Pumpkin Carving Scenes Hospital | GomerBlog,joy
Wall St. Republicans' dark secret,REAL,Wall St. Republicans ' dark secret,fear
"Poll: Trump, Carson top GOP race; Clinton leads Dems but support drops",REAL,"Poll : Trump , Carson top GOP race ; Clinton leads Dems support drops",neutral
"Love Him or Hate Him, Anderson Cooper Just Put a 3rd Degree Burn on Newt for Megyn Kelly 'Sex' Insult",FAKE,"Love Hate , Anderson Cooper Put 3rd Degree Burn Newt Megyn Kelly 'Sex ' Insult",anger
Dreaming Beyond Capitalism: a Culture Without Fear,FAKE,Dreaming Beyond Capitalism : Culture Without Fear,fear
Fact-checking the third round of GOP debates,REAL,Fact-checking third round GOP debates,neutral
Anonymous: World War 3 Is On The Horizon (In 2016),FAKE,Anonymous : World War 3 Horizon ( 2016 ),neutral
A Barbaric Race Of Underground-Dwelling Giants Once Inhabited The Mount Shasta Region...,FAKE,Barbaric Race Underground-Dwelling Giants Inhabited Mount Shasta Region ...,neutral
The Murder Shaking San Francisco’s Liberal Soul,REAL,Murder Shaking San Francisco ’ Liberal Soul,fear
"Sanders sharpening message, attacks on Clinton after Nevada loss",REAL,"Sanders sharpening message , attacks Clinton Nevada loss",anger
McMullin surge threatens to squeeze Trump's already narrow path to victory,REAL,McMullin surge threatens squeeze Trump 's already narrow path victory,fear
Proposed Bill Calls for Reconciliation Between Turkey and Armenia,REAL,Proposed Bill Calls Reconciliation Turkey Armenia,neutral
No Pain No Gain? Lockheed Struggles to Finalize Deal With Pentagon on F-35 Lots,FAKE,Pain Gain ? Lockheed Struggles Finalize Deal Pentagon F-35 Lots,sadness
"Non-confrontational style, social media aiding Ben Carson's surge in polls",REAL,"Non-confrontational style , social media aiding Ben Carson 's surge polls",joy
Shootings In Chattanooga: What We Know About The Alleged Gunman,REAL,Shootings Chattanooga : Know Alleged Gunman,fear
The fourth GOP debate is more about the party’s path than personal attacks,REAL,fourth GOP debate party ’ path personal attacks,anger
"PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” – TruthFeed",FAKE,"PIERS MORGAN : “ Get High Horse , Hillary . ONE Candidate Neck FBI Probes Name ’ Donald ” – TruthFeed",neutral
Diehard GOP mom: No mother could ever vote for Trump,REAL,Diehard GOP mom : mother could ever vote Trump,anger
GRAPHIC VIDEO Shows White Officer Shooting Unarmed Black Man In Back,REAL,GRAPHIC VIDEO Shows White Officer Shooting Unarmed Black Man Back,fear
GOP 2016 candidates look to seize momentum out of debates,REAL,GOP 2016 candidates look seize momentum debates,neutral
Feds Arrest Two Women In New York City In Alleged Terror Plot,REAL,Feds Arrest Two Women New York City Alleged Terror Plot,fear
Trump or Clinton - Life or Death,FAKE,Trump Clinton - Life Death,sadness
"Trump, Clinton cautiously optimistic ahead of Iowa caucuses",REAL,"Trump , Clinton cautiously optimistic ahead Iowa caucuses",fear
Trump in the White House    : Information,FAKE,Trump White House : Information,neutral
Democrats Playing Class Card To Split the White Vote,FAKE,Democrats Playing Class Card Split White Vote,neutral
White House: Obama would veto Keystone bill,REAL,White House : Obama would veto Keystone bill,anger
Massive Spike In Obamacare Health Premiums Could Boost Trump To Victory,FAKE,Massive Spike Obamacare Health Premiums Could Boost Trump Victory,neutral
US-led coalition killed 300 Syrian civilians in 11 probed strikes – Amnesty,FAKE,US-led coalition killed 300 Syrian civilians 11 probed strikes – Amnesty,sadness
Half Of Russians Fear Syria Could Spark WW3,FAKE,Half Russians Fear Syria Could Spark WW3,fear
Bill O’Reilly’s humiliating bust: Does Fox News have guts to suspend its own serial exaggerator?,REAL,Bill ’ Reilly ’ humiliating bust : Fox News guts suspend serial exaggerator ?,fear
76ers Send Clear Message Over Anthem Singer's Shirt: Keep Politics Off the Court & Just Do Your Job,FAKE,76ers Send Clear Message Anthem Singer 's Shirt : Keep Politics Court & Job,neutral
Hillary’s cash flow issue,REAL,Hillary ’ cash flow issue,neutral
Iran Gives Investors Glimpse of $30 Billion in Oil Deals to Come,REAL,Iran Gives Investors Glimpse $ 30 Billion Oil Deals Come,joy
"Charleston church massacre suspect caught, but answers elude victims' loved ones",REAL,"Charleston church massacre suspect caught , answers elude victims ' loved ones",fear
William F. Buckley would have loathed Fox News: Inside the right-wing media’s intellectual downfall,REAL,William F. Buckley would loathed Fox News : Inside right-wing media ’ intellectual downfall,sadness
"Listen to the Donald Trump voters: It has taken an ignorant demagogue to tell truth about GOP, humiliate party establishment",REAL,"Listen Donald Trump voters : taken ignorant demagogue tell truth GOP , humiliate party establishment",disgust
Clinton says electing Trump would be 'historic mistake',REAL,Clinton says electing Trump would 'historic mistake ',fear
It’s A Setup: Dems Claim Russians Will Undermine Elections With Fake Documents Showing Voter Fraud,FAKE,’ Setup : Dems Claim Russians Undermine Elections Fake Documents Showing Voter Fraud,anger
Conservatives Cheer Research Saying Cuts To Unemployment Benefits Helped The Economy,REAL,Conservatives Cheer Research Saying Cuts Unemployment Benefits Helped Economy,joy
The GOP front-runner? It's not Jeb Bush,REAL,GOP front-runner ? 's Jeb Bush,neutral
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence | RedFlag News,FAKE,Get Ready Civil Unrest : Survey Finds Americans Concerned Election Violence | RedFlag News,fear
Critics pounce as Obama again shows he isn’t easy on America,REAL,Critics pounce Obama shows ’ easy America,joy
Key Time In Collective Human History,FAKE,Key Time Collective Human History,neutral
Cruz allies prevail in North Dakota delegate race,REAL,Cruz allies prevail North Dakota delegate race,neutral
US Election an elaborate John Lewis Christmas campaign. More soon.,FAKE,US Election elaborate John Lewis Christmas campaign . soon .,neutral
Why the Iowa caucuses have such a massive impact on the presidential race,REAL,Iowa caucuses massive impact presidential race,surprise
So you think SUVs are safe? Shocking video,FAKE,think SUVs safe ? Shocking video,fear
"Hillary Clinton, Bernie Sanders: King's legacy is alive",REAL,"Hillary Clinton , Bernie Sanders : King 's legacy alive",neutral
Russia's 'White Book' on Syria shakes up UN Security Council,FAKE,Russia 's 'White Book ' Syria shakes UN Security Council,fear
Irony Redefined: “Human Rights Champion” Suu Kyi Jails Dissidents,FAKE,Irony Redefined : “ Human Rights Champion ” Suu Kyi Jails Dissidents,sadness
Chart Of The Day: Since 2009—–Recovery For The 5%; Stagnation for the 95%,FAKE,Chart Day : Since 2009—–Recovery 5 % ; Stagnation 95 %,neutral
"Trump Will Go Away, but the Anger He’s Stirred Up Is Just Getting Started",REAL,"Trump Go Away , Anger ’ Stirred Getting Started",anger
14 key moments from the Democratic debate,REAL,14 key moments Democratic debate,neutral
US-Korean Relations and the New US President | New Eastern Outlook,FAKE,US-Korean Relations New US President | New Eastern Outlook,neutral
Seven things I’ve learned by covering the third-party candidates,REAL,Seven things ’ learned covering third-party candidates,neutral
"To nominate Clinton, it takes a village",REAL,"nominate Clinton , takes village",neutral
Podesta WikiLeaks UFO Updates — New Names Dragged Down the UFO Rabbit Hole,FAKE,Podesta WikiLeaks UFO Updates — New Names Dragged UFO Rabbit Hole,neutral
Donald Trump’s statement on the Fox News debate has to be seen to be believed,REAL,Donald Trump ’ statement Fox News debate seen believed,neutral
"With 95% of Votes In, All Signs Point to a Trump Victory in Florida",FAKE,"95 % Votes , Signs Point Trump Victory Florida",neutral
It’s No Surprise That Trump Might Not Accept Election Results. He’s Never Accepted Democratic Norms.,REAL,’ Surprise Trump Might Accept Election Results . ’ Never Accepted Democratic Norms .,surprise
"Obama's last State of the Union address in three words: Disjointed, irrelevant and disappointing",REAL,"Obama 's last State Union address three words : Disjointed , irrelevant disappointing",sadness
2016 Tribute to our Troops: veterans who continue to serve,FAKE,2016 Tribute Troops : veterans continue serve,joy
Limbaugh: Democrats would 'destroy Jesus Christ',FAKE,Limbaugh : Democrats would 'destroy Jesus Christ ',anger
Hillary Clinton's Second Amendment,REAL,Hillary Clinton 's Second Amendment,neutral
Chattanooga shooting: History of attacks on U.S. military,REAL,Chattanooga shooting : History attacks U.S. military,sadness
"Obama calls for end to nuclear weapons, but U.S. disarmament is slowest since 1980",REAL,"Obama calls end nuclear weapons , U.S. disarmament slowest since 1980",neutral
Pentagon weighs using force to protect US-backed Syria rebels targeted by Russia,REAL,Pentagon weighs using force protect US-backed Syria rebels targeted Russia,fear
Global UFO “Invasion” Stirs Panic! Military Denies Involvement 10/29/16 [VIDEO],FAKE,Global UFO “ Invasion ” Stirs Panic ! Military Denies Involvement 10/29/16 [ VIDEO ],fear
Wreckage in wake of bungled House coup,REAL,Wreckage wake bungled House coup,anger
"Why Nevada was a bad sign for Bernie Sanders's ""political revolution""",REAL,Nevada bad sign Bernie Sanders 's `` political revolution '',sadness
New York restores order for 2016 front-runners,REAL,New York restores order 2016 front-runners,neutral
"If Clinton goes down, Loretta Lynch will go down with her",FAKE,"Clinton goes , Loretta Lynch go",neutral
Pope calls on Catholics to shelter Europe's migrants,REAL,Pope calls Catholics shelter Europe 's migrants,fear
The World War 3 Conspiracy – Episode 1,FAKE,World War 3 Conspiracy – Episode 1,neutral
This dad’s tweets about Halloween with his young daughters are brilliant,FAKE,dad ’ tweets Halloween young daughters brilliant,joy
3 winners and 2 losers from Saturday night's Republican debate,REAL,3 winners 2 losers Saturday night 's Republican debate,sadness
"The Oregon militia standoff, explained",REAL,"Oregon militia standoff , explained",neutral
This is what it’s like to be a Bush stuck at the bottom of the polls,REAL,’ like Bush stuck bottom polls,neutral
Flashback: Clinton campaign’s press secretary once thought it was a bad look to second-guess James Comey – twitchy.com,FAKE,Flashback : Clinton campaign ’ press secretary thought bad look second-guess James Comey – twitchy.com,neutral
7 takeaways from the first Democratic debate,REAL,7 takeaways first Democratic debate,neutral
Donald Trump: 'I want surveillance of certain mosques',REAL,Donald Trump : ' want surveillance certain mosques ',fear
Ky. clerk’s attorney: New marriage licenses ‘not worth the paper they’re written on’,REAL,Ky. clerk ’ attorney : New marriage licenses ‘ worth paper ’ written ’,neutral
The GOP case against Loretta Lynch falls apart,REAL,GOP case Loretta Lynch falls apart,anger
Comment on Trump’s Walk of Fame Star Vandalized by MeThePeople,FAKE,Comment Trump ’ Walk Fame Star Vandalized MeThePeople,neutral
Ruth Bader Ginsburg regrets 'ill-advised' remarks about Donald Trump,REAL,Ruth Bader Ginsburg regrets 'ill-advised ' remarks Donald Trump,sadness
PressTV-Brazil football legend Carlos Alberto laid to rest,FAKE,PressTV-Brazil football legend Carlos Alberto laid rest,sadness
"Dead heat: Trump, Clinton tied in 3 swing-state polls",REAL,"Dead heat : Trump , Clinton tied 3 swing-state polls",anger
Tony Blair helpfully describes Remain voters as ‘insurgents’,FAKE,Tony Blair helpfully describes Remain voters ‘ insurgents ’,neutral
The United States Is Pre-Positioning “Enemy Assets” In Preparation For A Rigged Election,FAKE,United States Pre-Positioning “ Enemy Assets ” Preparation Rigged Election,fear
Russia’s Syria intervention may force choice on Obama: Act or yield,REAL,Russia ’ Syria intervention may force choice Obama : Act yield,fear
2016 latest: Spirit of Christmas to be replaced with ‘Every man for himself’. More soon.,FAKE,2016 latest : Spirit Christmas replaced ‘ Every man ’ . soon .,neutral
Ted Cruz launches bid; Some pundits paint him as scary extremist,REAL,Ted Cruz launches bid ; pundits paint scary extremist,fear
Pope Francis at 9/11 memorial: 'We can never forget them',REAL,Pope Francis 9/11 memorial : 'We never forget ',sadness
Fights Over 'Religious Freedom' And Gay Rights Are Costing Republicans,REAL,Fights 'Religious Freedom ' Gay Rights Costing Republicans,anger
Breakthrough Listen Project to Focus on 'Alien Megastructure',FAKE,Breakthrough Listen Project Focus 'Alien Megastructure ',neutral
Prison sentences are getting shorter. But racial disparities are getting worse.,REAL,Prison sentences getting shorter . racial disparities getting worse .,disgust
US election: Hillary Clinton's problem with young women,REAL,US election : Hillary Clinton 's problem young women,fear
Neither Dictator nor King,REAL,Neither Dictator King,neutral
Comment on Man of Sin: Obama says illegal aliens can vote because they are U.S. citizens by Christian Zionist,FAKE,Comment Man Sin : Obama says illegal aliens vote U.S. citizens Christian Zionist,neutral
The Most Unhealthy Jobs in America,FAKE,Unhealthy Jobs America,sadness
Obama delivers emotional eulogy for Beau Biden,REAL,Obama delivers emotional eulogy Beau Biden,neutral
Man burned by fajitas while praying can't sue Applebee's,REAL,Man burned fajitas praying ca n't sue Applebee 's,anger
Taliban Militants Attack Afghan Parliament In Kabul,REAL,Taliban Militants Attack Afghan Parliament Kabul,fear
Close call: Russia-U.S. ‘near-miss’ problem moves to Syrian air space,FAKE,Close call : Russia-U.S. ‘ near-miss ’ problem moves Syrian air space,fear
Polls show GOP presidential primary fight wide open,REAL,Polls show GOP presidential primary fight wide open,neutral
Poll: Rubio leads the GOP pack in matchup against Clinton,REAL,Poll : Rubio leads GOP pack matchup Clinton,neutral
Washington’s Intent is Economic Destabilization and “Regime Change” In Venezuela,FAKE,Washington ’ Intent Economic Destabilization “ Regime Change ” Venezuela,neutral
GOP debate: No one trumps Trump and six other takeaways from Las Vegas,REAL,GOP debate : one trumps Trump six takeaways Las Vegas,neutral
Mike Huckabee's daughter: Negative tone in GOP race helps Clinton,REAL,Mike Huckabee 's daughter : Negative tone GOP race helps Clinton,sadness
One of the Most Undervalued Storable Survival Foods,FAKE,One Undervalued Storable Survival Foods,neutral
America gives Grand Piano to horse,FAKE,America gives Grand Piano horse,neutral
BREAKING: Obama: “We Have Not Had a Major Scandal” in My Administration! HAHAHA!,FAKE,BREAKING : Obama : “ Major Scandal ” Administration ! HAHAHA !,fear
Clinton turns Trump attacks up to 11,REAL,Clinton turns Trump attacks 11,neutral
